Time: 10.79, Decolonized Patient: 81
Time: 798.03, Decolonized Patient: 2736
Time: 799.19, Decolonized Patient: 2828
Time: 801.63, Decolonized Patient: 2881
Time: 808.03, Decolonized Patient: 2881
Time: 808.44, Decolonized Patient: 2892
Time: 809.46, Decolonized Patient: 2769
Time: 814.66, Decolonized Patient: 2776
Time: 816.61, Decolonized Patient: 2865
Time: 820.74, Decolonized Patient: 2881
Time: 821.00, Decolonized Patient: 2933
Time: 822.29, Decolonized Patient: 2804
Time: 822.52, Decolonized Patient: 2954
Time: 822.88, Decolonized Patient: 2800
Time: 837.45, Decolonized Patient: 2973
Time: 839.42, Decolonized Patient: 2961
Time: 843.72, Decolonized Patient: 2958
Time: 847.79, Decolonized Patient: 2929
Time: 850.11, Decolonized Patient: 2943
Time: 853.31, Decolonized Patient: 3027
Time: 857.77, Decolonized Patient: 3036
Time: 858.98, Decolonized Patient: 2943
Time: 861.72, Decolonized Patient: 3028
Time: 865.85, Decolonized Patient: 3001
Time: 866.35, Decolonized Patient: 2804
Time: 867.52, Decolonized Patient: 3071
Time: 868.93, Decolonized Patient: 2804
Time: 870.08, Decolonized Patient: 3079
Time: 870.89, Decolonized Patient: 3098
Time: 871.33, Decolonized Patient: 3041
Time: 873.93, Decolonized Patient: 3156
Time: 874.30, Decolonized Patient: 3122
Time: 884.43, Decolonized Patient: 2943
Time: 886.27, Decolonized Patient: 3083
Time: 886.28, Decolonized Patient: 3038
Time: 888.58, Decolonized Patient: 2943
Time: 890.58, Decolonized Patient: 3087
Time: 892.47, Decolonized Patient: 3234
Time: 893.09, Decolonized Patient: 3217
Time: 895.45, Decolonized Patient: 3174
Time: 900.57, Decolonized Patient: 3190
Time: 904.09, Decolonized Patient: 3149
Time: 906.53, Decolonized Patient: 3146
Time: 907.35, Decolonized Patient: 3193
Time: 908.27, Decolonized Patient: 3211
Time: 912.35, Decolonized Patient: 3194
Time: 914.32, Decolonized Patient: 3129
Time: 915.19, Decolonized Patient: 3281
Time: 916.88, Decolonized Patient: 3080
Time: 920.82, Decolonized Patient: 3241
Time: 923.71, Decolonized Patient: 3193
Time: 926.64, Decolonized Patient: 3129
Time: 933.32, Decolonized Patient: 3383
Time: 935.75, Decolonized Patient: 3349
Time: 937.09, Decolonized Patient: 3331
Time: 938.80, Decolonized Patient: 3384
Time: 942.78, Decolonized Patient: 3415
Time: 943.65, Decolonized Patient: 3259
Time: 945.16, Decolonized Patient: 3349
Time: 945.70, Decolonized Patient: 3338
Time: 956.06, Decolonized Patient: 3418
Time: 959.12, Decolonized Patient: 3389
Time: 959.88, Decolonized Patient: 3129
Time: 964.06, Decolonized Patient: 3396
Time: 964.15, Decolonized Patient: 3472
Time: 968.33, Decolonized Patient: 3345
Time: 975.93, Decolonized Patient: 3345
Time: 980.52, Decolonized Patient: 3541
Time: 981.00, Decolonized Patient: 3480
Time: 983.51, Decolonized Patient: 3492
Time: 990.55, Decolonized Patient: 3414
Time: 992.85, Decolonized Patient: 3538
Time: 994.54, Decolonized Patient: 3532
Time: 996.21, Decolonized Patient: 3530
Time: 996.43, Decolonized Patient: 3339
Time: 996.93, Decolonized Patient: 3141
Time: 998.14, Decolonized Patient: 3528
Time: 998.90, Decolonized Patient: 3549
Time: 1006.50, Decolonized Patient: 3600
Time: 1006.67, Decolonized Patient: 3513
Time: 1011.14, Decolonized Patient: 3571
Time: 1016.00, Decolonized Patient: 3671
Time: 1016.44, Decolonized Patient: 3339
Time: 1017.43, Decolonized Patient: 3606
Time: 1018.71, Decolonized Patient: 3621
Time: 1022.39, Decolonized Patient: 3667
Time: 1030.97, Decolonized Patient: 3701
Time: 1032.05, Decolonized Patient: 3708
Time: 1032.35, Decolonized Patient: 3549
Time: 1044.37, Decolonized Patient: 3643
Time: 1045.40, Decolonized Patient: 3717
Time: 1046.97, Decolonized Patient: 3746
Time: 1048.85, Decolonized Patient: 3339
Time: 1049.77, Decolonized Patient: 3755
Time: 1058.98, Decolonized Patient: 3796
Time: 1062.89, Decolonized Patient: 3339
Time: 1064.34, Decolonized Patient: 3280
Time: 1064.92, Decolonized Patient: 3688
Time: 1067.97, Decolonized Patient: 3680
Time: 1072.10, Decolonized Patient: 3827
Time: 1073.05, Decolonized Patient: 3869
Time: 1073.74, Decolonized Patient: 3775
Time: 1074.55, Decolonized Patient: 3624
Time: 1082.33, Decolonized Patient: 3889
Time: 1082.52, Decolonized Patient: 3831
Time: 1088.71, Decolonized Patient: 3904
Time: 1090.03, Decolonized Patient: 3818
Time: 1090.92, Decolonized Patient: 3587
Time: 1092.38, Decolonized Patient: 3913
Time: 1093.63, Decolonized Patient: 3948
Time: 1095.36, Decolonized Patient: 3943
Time: 1096.41, Decolonized Patient: 3587
Time: 1096.43, Decolonized Patient: 3846
Time: 1098.15, Decolonized Patient: 3823
Time: 1100.93, Decolonized Patient: 3931
Time: 1101.89, Decolonized Patient: 3905
Time: 1101.95, Decolonized Patient: 3892
Time: 1102.05, Decolonized Patient: 3915
Time: 1104.42, Decolonized Patient: 3898
Time: 1106.50, Decolonized Patient: 3909
Time: 1107.45, Decolonized Patient: 3906
Time: 1109.12, Decolonized Patient: 3913
Time: 1110.89, Decolonized Patient: 3996
Time: 1112.96, Decolonized Patient: 3870
Time: 1113.32, Decolonized Patient: 3876
Time: 1117.24, Decolonized Patient: 3775
Time: 1123.74, Decolonized Patient: 3995
Time: 1124.65, Decolonized Patient: 3775
Time: 1126.74, Decolonized Patient: 4016
Time: 1128.49, Decolonized Patient: 3949
Time: 1130.75, Decolonized Patient: 4029
Time: 1131.40, Decolonized Patient: 3995
Time: 1132.63, Decolonized Patient: 3980
Time: 1136.50, Decolonized Patient: 4081
Time: 1144.44, Decolonized Patient: 3970
Time: 1145.71, Decolonized Patient: 4053
Time: 1146.63, Decolonized Patient: 4063
Time: 1149.63, Decolonized Patient: 4053
Time: 1150.23, Decolonized Patient: 3905
Time: 1151.34, Decolonized Patient: 4171
Time: 1153.24, Decolonized Patient: 4114
Time: 1154.27, Decolonized Patient: 4151
Time: 1154.59, Decolonized Patient: 4142
Time: 1159.10, Decolonized Patient: 4071
Time: 1159.85, Decolonized Patient: 4152
Time: 1160.31, Decolonized Patient: 4153
Time: 1162.70, Decolonized Patient: 4147
Time: 1164.07, Decolonized Patient: 4142
Time: 1165.56, Decolonized Patient: 4082
Time: 1165.70, Decolonized Patient: 4193
Time: 1167.03, Decolonized Patient: 4213
Time: 1167.62, Decolonized Patient: 4081
Time: 1169.81, Decolonized Patient: 3905
Time: 1170.35, Decolonized Patient: 4192
Time: 1171.09, Decolonized Patient: 4134
Time: 1182.81, Decolonized Patient: 4191
Time: 1183.25, Decolonized Patient: 4235
Time: 1186.32, Decolonized Patient: 4236
Time: 1188.15, Decolonized Patient: 4204
Time: 1189.19, Decolonized Patient: 4241
Time: 1190.15, Decolonized Patient: 4223
Time: 1196.23, Decolonized Patient: 4265
Time: 1196.91, Decolonized Patient: 4207
Time: 1198.36, Decolonized Patient: 4187
Time: 1203.84, Decolonized Patient: 4300
Time: 1208.20, Decolonized Patient: 4265
Time: 1209.39, Decolonized Patient: 4287
Time: 1219.77, Decolonized Patient: 4354
Time: 1228.71, Decolonized Patient: 3905
Time: 1230.65, Decolonized Patient: 4269
Time: 1233.62, Decolonized Patient: 4359
Time: 1235.15, Decolonized Patient: 4386
Time: 1235.56, Decolonized Patient: 4243
Time: 1250.24, Decolonized Patient: 4348
Time: 1252.25, Decolonized Patient: 3905
Time: 1252.93, Decolonized Patient: 4421
Time: 1256.92, Decolonized Patient: 4421
Time: 1257.76, Decolonized Patient: 4373
Time: 1259.37, Decolonized Patient: 4431
Time: 1259.53, Decolonized Patient: 4534
Time: 1264.26, Decolonized Patient: 4481
Time: 1264.35, Decolonized Patient: 4541
Time: 1270.60, Decolonized Patient: 4374
Time: 1272.13, Decolonized Patient: 4544
Time: 1272.16, Decolonized Patient: 3905
Time: 1274.39, Decolonized Patient: 4374
Time: 1275.81, Decolonized Patient: 4307
Time: 1276.99, Decolonized Patient: 4425
Time: 1281.28, Decolonized Patient: 4559
Time: 1282.65, Decolonized Patient: 4425
Time: 1287.98, Decolonized Patient: 4348
Time: 1288.06, Decolonized Patient: 4544
Time: 1288.17, Decolonized Patient: 4425
Time: 1288.20, Decolonized Patient: 4517
Time: 1290.55, Decolonized Patient: 4507
Time: 1292.59, Decolonized Patient: 4595
Time: 1296.73, Decolonized Patient: 4608
Time: 1298.68, Decolonized Patient: 4656
Time: 1301.42, Decolonized Patient: 4529
Time: 1304.40, Decolonized Patient: 4545
Time: 1309.80, Decolonized Patient: 4732
Time: 1312.69, Decolonized Patient: 4701
Time: 1315.80, Decolonized Patient: 4676
Time: 1315.88, Decolonized Patient: 4470
Time: 1317.15, Decolonized Patient: 4688
Time: 1327.55, Decolonized Patient: 4723
Time: 1330.06, Decolonized Patient: 4742
Time: 1330.60, Decolonized Patient: 4761
Time: 1331.14, Decolonized Patient: 4753
Time: 1334.72, Decolonized Patient: 4784
Time: 1336.22, Decolonized Patient: 4697
Time: 1340.34, Decolonized Patient: 4742
Time: 1341.75, Decolonized Patient: 4721
Time: 1348.54, Decolonized Patient: 4348
Time: 1352.76, Decolonized Patient: 4784
Time: 1353.52, Decolonized Patient: 4697
Time: 1353.67, Decolonized Patient: 4906
Time: 1357.64, Decolonized Patient: 4660
Time: 1361.40, Decolonized Patient: 4894
Time: 1367.84, Decolonized Patient: 4922
Time: 1370.91, Decolonized Patient: 4798
Time: 1370.98, Decolonized Patient: 4929
Time: 1372.51, Decolonized Patient: 4927
Time: 1375.24, Decolonized Patient: 4957
Time: 1376.94, Decolonized Patient: 4948
Time: 1381.39, Decolonized Patient: 4845
Time: 1382.38, Decolonized Patient: 4873
Time: 1384.53, Decolonized Patient: 4852
Time: 1386.69, Decolonized Patient: 4660
Time: 1389.60, Decolonized Patient: 4845
Time: 1392.21, Decolonized Patient: 4660
Time: 1395.20, Decolonized Patient: 4908
Time: 1401.35, Decolonized Patient: 4940
Time: 1413.14, Decolonized Patient: 4986
Time: 1416.14, Decolonized Patient: 5062
Time: 1436.43, Decolonized Patient: 5046
Time: 1441.70, Decolonized Patient: 5147
Time: 1442.88, Decolonized Patient: 5111
Time: 1444.94, Decolonized Patient: 5163
Time: 1445.79, Decolonized Patient: 5146
Time: 1446.62, Decolonized Patient: 5138
Time: 1449.68, Decolonized Patient: 5163
Time: 1451.52, Decolonized Patient: 5020
Time: 1452.24, Decolonized Patient: 5140
Time: 1454.95, Decolonized Patient: 5141
Time: 1461.83, Decolonized Patient: 5088
Time: 1463.03, Decolonized Patient: 5020
Time: 1465.32, Decolonized Patient: 5088
Time: 1470.10, Decolonized Patient: 5131
Time: 1473.18, Decolonized Patient: 5250
Time: 1481.04, Decolonized Patient: 5131
Time: 1481.76, Decolonized Patient: 5264
Time: 1483.37, Decolonized Patient: 5263
Time: 1483.60, Decolonized Patient: 5281
Time: 1483.99, Decolonized Patient: 5020
Time: 1489.00, Decolonized Patient: 5148
Time: 1490.67, Decolonized Patient: 5213
Time: 1491.47, Decolonized Patient: 5206
Time: 1494.31, Decolonized Patient: 5271
Time: 1495.08, Decolonized Patient: 5377
Time: 1496.09, Decolonized Patient: 5302
Time: 1498.48, Decolonized Patient: 5282
Time: 1501.46, Decolonized Patient: 5088
Time: 1504.76, Decolonized Patient: 5088
Time: 1505.57, Decolonized Patient: 5333
Time: 1507.00, Decolonized Patient: 5206
Time: 1508.22, Decolonized Patient: 5302
Time: 1509.34, Decolonized Patient: 5372
Time: 1511.98, Decolonized Patient: 5375
Time: 1518.19, Decolonized Patient: 5302
Time: 1531.85, Decolonized Patient: 5412
Time: 1535.49, Decolonized Patient: 5416
Time: 1536.74, Decolonized Patient: 5525
Time: 1537.53, Decolonized Patient: 5392
Time: 1538.32, Decolonized Patient: 5394
Time: 1539.25, Decolonized Patient: 5447
Time: 1543.43, Decolonized Patient: 5510
Time: 1544.32, Decolonized Patient: 5406
Time: 1548.63, Decolonized Patient: 5497
Time: 1550.44, Decolonized Patient: 5397
Time: 1551.20, Decolonized Patient: 5502
Time: 1557.68, Decolonized Patient: 5562
Time: 1557.76, Decolonized Patient: 5476
Time: 1560.03, Decolonized Patient: 5421
Time: 1561.33, Decolonized Patient: 5601
Time: 1564.36, Decolonized Patient: 5402
Time: 1564.50, Decolonized Patient: 5559
Time: 1578.62, Decolonized Patient: 5462
Time: 1578.79, Decolonized Patient: 5648
Time: 1588.95, Decolonized Patient: 5668
Time: 1597.43, Decolonized Patient: 5569
Time: 1600.33, Decolonized Patient: 5729
Time: 1602.50, Decolonized Patient: 5651
Time: 1604.96, Decolonized Patient: 5651
Time: 1606.80, Decolonized Patient: 5643
Time: 1608.62, Decolonized Patient: 5709
Time: 1609.38, Decolonized Patient: 5711
Time: 1616.41, Decolonized Patient: 5711
Time: 1618.21, Decolonized Patient: 5651
Time: 1625.01, Decolonized Patient: 5778
Time: 1628.47, Decolonized Patient: 5633
Time: 1628.70, Decolonized Patient: 5660
Time: 1634.08, Decolonized Patient: 5633
Time: 1634.97, Decolonized Patient: 5779
Time: 1638.30, Decolonized Patient: 5796
Time: 1642.64, Decolonized Patient: 5824
Time: 1643.39, Decolonized Patient: 5780
Time: 1643.53, Decolonized Patient: 5863
Time: 1644.54, Decolonized Patient: 5801
Time: 1644.91, Decolonized Patient: 5829
Time: 1645.13, Decolonized Patient: 5821
Time: 1645.70, Decolonized Patient: 5798
Time: 1647.78, Decolonized Patient: 5651
Time: 1658.17, Decolonized Patient: 5870
Time: 1660.42, Decolonized Patient: 5869
Time: 1661.57, Decolonized Patient: 5739
Time: 1664.34, Decolonized Patient: 5915
Time: 1668.63, Decolonized Patient: 5890
Time: 1672.13, Decolonized Patient: 5942
Time: 1684.16, Decolonized Patient: 5966
Time: 1684.64, Decolonized Patient: 5950
Time: 1685.42, Decolonized Patient: 5923
Time: 1690.54, Decolonized Patient: 5999
Time: 1705.77, Decolonized Patient: 5786
Time: 1712.59, Decolonized Patient: 5786
Time: 1714.38, Decolonized Patient: 6084
Time: 1717.96, Decolonized Patient: 6046
Time: 1720.13, Decolonized Patient: 6108
Time: 1721.25, Decolonized Patient: 6107
Time: 1722.10, Decolonized Patient: 6080
Time: 1722.69, Decolonized Patient: 6098
Time: 1725.01, Decolonized Patient: 6107
Time: 1727.12, Decolonized Patient: 5991
Time: 1727.25, Decolonized Patient: 6156
Time: 1729.00, Decolonized Patient: 6143
Time: 1730.18, Decolonized Patient: 6032
Time: 1733.50, Decolonized Patient: 6099
Time: 1740.60, Decolonized Patient: 6080
Time: 1740.74, Decolonized Patient: 6107
Time: 1743.43, Decolonized Patient: 6014
Time: 1745.46, Decolonized Patient: 6162
Time: 1761.04, Decolonized Patient: 6211
Time: 1761.91, Decolonized Patient: 6260
Time: 1770.01, Decolonized Patient: 6238
Time: 1771.18, Decolonized Patient: 6241
Time: 1771.56, Decolonized Patient: 6337
Time: 1775.99, Decolonized Patient: 6245
Time: 1776.06, Decolonized Patient: 6174
Time: 1780.04, Decolonized Patient: 6150
Time: 1780.67, Decolonized Patient: 6225
Time: 1786.39, Decolonized Patient: 6312
Time: 1787.87, Decolonized Patient: 6179
Time: 1794.01, Decolonized Patient: 6383
Time: 1796.62, Decolonized Patient: 6359
Time: 1796.84, Decolonized Patient: 6284
Time: 1798.90, Decolonized Patient: 6357
Time: 1802.37, Decolonized Patient: 6396
Time: 1802.66, Decolonized Patient: 6253
Time: 1812.18, Decolonized Patient: 6256
Time: 1814.95, Decolonized Patient: 6438
Time: 1817.45, Decolonized Patient: 6444
Time: 1817.64, Decolonized Patient: 6277
Time: 1817.79, Decolonized Patient: 6447
Time: 1822.84, Decolonized Patient: 6489
Time: 1825.14, Decolonized Patient: 6491
Time: 1832.22, Decolonized Patient: 6444
Time: 1833.60, Decolonized Patient: 6547
Time: 1835.09, Decolonized Patient: 6542
Time: 1838.46, Decolonized Patient: 6463
Time: 1841.32, Decolonized Patient: 6558
Time: 1842.91, Decolonized Patient: 6444
Time: 1850.06, Decolonized Patient: 6263
Time: 1852.49, Decolonized Patient: 6436
Time: 1854.57, Decolonized Patient: 6277
Time: 1857.48, Decolonized Patient: 6587
Time: 1861.30, Decolonized Patient: 6277
Time: 1869.83, Decolonized Patient: 6585
Time: 1871.79, Decolonized Patient: 6612
Time: 1871.94, Decolonized Patient: 6635
Time: 1872.78, Decolonized Patient: 6625
Time: 1875.72, Decolonized Patient: 6574
Time: 1875.75, Decolonized Patient: 6684
Time: 1877.01, Decolonized Patient: 6599
Time: 1882.66, Decolonized Patient: 6623
Time: 1887.12, Decolonized Patient: 6705
Time: 1889.67, Decolonized Patient: 6654
Time: 1890.39, Decolonized Patient: 6740
Time: 1891.18, Decolonized Patient: 6277
Time: 1893.14, Decolonized Patient: 6730
Time: 1895.12, Decolonized Patient: 6714
Time: 1899.97, Decolonized Patient: 6667
Time: 1900.25, Decolonized Patient: 6753
Time: 1901.79, Decolonized Patient: 6668
Time: 1902.63, Decolonized Patient: 6726
Time: 1904.63, Decolonized Patient: 6761
Time: 1905.08, Decolonized Patient: 6702
Time: 1906.67, Decolonized Patient: 6668
Time: 1910.26, Decolonized Patient: 6746
Time: 1911.48, Decolonized Patient: 6808
Time: 1914.00, Decolonized Patient: 6725
Time: 1914.65, Decolonized Patient: 6681
Time: 1917.32, Decolonized Patient: 6656
Time: 1918.48, Decolonized Patient: 6788
Time: 1921.18, Decolonized Patient: 6660
Time: 1925.20, Decolonized Patient: 6852
Time: 1929.03, Decolonized Patient: 6667
Time: 1930.88, Decolonized Patient: 6667
Time: 1934.71, Decolonized Patient: 6841
Time: 1936.77, Decolonized Patient: 6882
Time: 1940.43, Decolonized Patient: 6861
Time: 1942.71, Decolonized Patient: 6776
Time: 1950.50, Decolonized Patient: 6667
Time: 1951.32, Decolonized Patient: 6911
Time: 1951.90, Decolonized Patient: 6861
Time: 1952.74, Decolonized Patient: 6955
Time: 1953.27, Decolonized Patient: 6924
